customer_id,customer_name,mobile,city,customer_type,join_date,email
3040,Megha Chanda,6353788420,Jamnagar,Wholesale,2025-04-05,vanshaatwal@example.com
3041,Omkaar Jhaveri,1874001383,Ahmedabad,Retail,2024-06-11,dixitronith@example.org
3042,Kamala Mahal,8733900413,Vapi,Retail,2024-05-29,obhat@example.net
3043,Libni Loke,5820145016,Vadodara,Retail,2024-06-06,majumdarqabil@example.net
3044,Qabil Mane,763668944,Ahmedabad,Wholesale,2024-08-15,pmannan@example.org
3045,Jackson Walia,5013601014,Bhavnagar,Retail,2024-03-03,ayaanloyal@example.com
3046,Radhika Boase,9992021858,Vadodara,Retail,2026-02-19,qushi98@example.org
3047,Upma Sandhu,9715011095,Bharuch,Retail,2025-09-23,kbose@example.com
3048,Luke Patil,5651083785,Vapi,Retail,2024-03-30,qvarma@example.com
3049,Vasatika Buch,7916734079,Vadodara,Wholesale,2026-06-21,unni78@example.net
3050,Unnati Sem,1135261268,Vadodara,Retail,2023-10-23,samuelseth@example.org
3051,Dayamai Zacharia,7707227006,Vadodara,Retail,2026-05-14,bhattmitesh@example.com
3052,Darika Swamy,5015755121,Ahmedabad,Wholesale,2025-03-25,sanaya73@example.net
3053,Rayaan Nazareth,4892642587,Vapi,Retail,2025-09-11,fagrawal@example.com
3054,Aayush Bhardwaj,9121122267,Surat,Retail,2024-09-13,semtanvi@example.org
3055,Yauvani Devan,4181766323,Ahmedabad,Wholesale,2025-01-19,ridhipadmanabhan@example.org
3056,Adya Bahl,9176231738,Gandhinagar,Retail,2024-05-12,obajaj@example.net
3057,Sachi Walla,9212248064,Surat,Wholesale,2026-05-07,yahvirai@example.org
3058,Wakeeta Kale,6804514202,Bhavnagar,Retail,2025-10-14,nayarlekha@example.com
3059,Umang Virk,4858660878,Anand,Retail,2025-08-26,reddyamrita@example.org
3060,Daniel Koshy,8792487817,Bharuch,Retail,2024-01-21,urmiloyal@example.org
3061,Onveer Khosla,8097644003,Jamnagar,Wholesale,2024-03-05,ybhasin@example.org
3062,Azaan Vig,5551008840,Vadodara,Wholesale,2026-06-26,subramanianrohan@example.org
3063,Diya Rau,1077226382,Surat,Wholesale,2025-04-26,triptikala@example.com
3064,Rachana Sengupta,524941945,Gandhinagar,Retail,2023-12-18,harini13@example.org
3065,Adya Hayer,8315974652,Jamnagar,Wholesale,2024-08-31,anamika90@example.org
3066,Krishna Solanki,7349139997,Jamnagar,Retail,2026-06-10,chamelideo@example.com
3067,Kamya Wali,4403948046,Bharuch,Retail,2023-09-02,vnagarajan@example.com
3068,Rajata Brahmbhatt,2481132213,Vapi,Wholesale,2025-08-17,beraqarin@example.org
3069,Yatan Bahl,1798483171,Anand,Retail,2026-02-03,vraghavan@example.net
3070,Reyansh Sandal,7151425433,Vadodara,Retail,2026-02-15,qmandal@example.org
3071,Anjali Bhagat,1298755344,Bharuch,Retail,2026-03-03,bhargavadiya@example.org
3072,Baghyawati Shankar,1219629769,Bharuch,Retail,2024-10-27,vedant41@example.com
3073,Upkaar Suresh,1234977397,Gandhinagar,Wholesale,2024-06-14,lpai@example.org
3074,Rachit Das,4527193881,Vadodara,Retail,2025-01-08,reyanshkeer@example.com
3075,Zehaan Maharaj,6851452875,Vadodara,Wholesale,2023-10-10,krishnarishi@example.net
3076,Aditya Edwin,7696095292,Anand,Retail,2025-04-13,jacob53@example.com
3077,Sara Aurora,6803399374,Ahmedabad,Wholesale,2023-08-21,tanaypatla@example.net
3078,Ridhi Shenoy,73020271,Ahmedabad,Wholesale,2026-03-27,vedant77@example.org
3079,Xiti Chadha,2170383492,Vadodara,Wholesale,2024-01-18,dattavarenya@example.net
3080,Adya Swaminathan,2003887787,Ahmedabad,Wholesale,2023-08-11,wablejatin@example.org
3081,Bhavika Ramachandran,5974943227,Anand,Retail,2024-12-15,kchand@example.net
3082,Advay Deep,2421952795,Anand,Wholesale,2024-12-08,bumbjeremiah@example.org
3083,Yahvi Khanna,210058824,Jamnagar,Wholesale,2024-09-27,noahmani@example.net
3084,Wishi Krishnamurthy,1544731552,Vapi,Retail,2024-12-31,bhatiabakhshi@example.com
3085,Onkar Patil,1371293587,Jamnagar,Retail,2025-03-21,guptavasudha@example.org
3086,Aradhana Karnik,6827286701,Ahmedabad,Wholesale,2026-05-25,ekajakapur@example.com
3087,Charvi Apte,9817320702,Bharuch,Retail,2026-04-12,shanyashvi@example.net
3088,Libni Wable,9399389237,Gandhinagar,Wholesale,2025-05-10,mason72@example.com
3089,Jack Solanki,3145066431,Surat,Retail,2023-10-15,hbhardwaj@example.net
3090,Adweta Sathe,5537044547,Surat,Retail,2026-03-02,fsarraf@example.org
3091,Yashvi Rajan,5467168342,Vadodara,Wholesale,2026-04-15,npatla@example.org
3092,Caleb Palla,2852263250,Ahmedabad,Retail,2023-10-05,shuklakashish@example.net
3093,Ishaan Dixit,5689443313,Vadodara,Retail,2023-09-27,lbera@example.org
3094,Mohini Korpal,2326642185,Vapi,Wholesale,2024-09-20,edhaliwal@example.org
3095,Isha Kothari,3507440585,Surat,Wholesale,2025-03-08,vyasshaurya@example.org
3096,Ojasvi Dhar,5536851370,Vadodara,Retail,2024-01-28,oliver03@example.org
3097,Falak Balakrishnan,2176418342,Bhavnagar,Wholesale,2025-06-05,rushilsarraf@example.org
3098,Amara Kota,5896820517,Bhavnagar,Wholesale,2024-10-15,isaacdey@example.net
3099,Mohini Sarraf,6466175113,Ahmedabad,Wholesale,2024-03-28,dasguptaomaja@example.org
3100,Krishna Vora,8900040010,Anand,Wholesale,2025-02-06,ramarobert@example.org
3101,Vinaya Bhalla,4694296989,Vapi,Wholesale,2023-11-11,uppaljagat@example.org
3102,Vasudha Barad,2256920146,Vadodara,Wholesale,2023-08-13,lsura@example.net
3103,Aahana Kari,871650182,Gandhinagar,Retail,2024-12-05,sarthakvora@example.org
3104,Nihal Swaminathan,3011499760,Jamnagar,Retail,2023-07-22,karanlajita@example.org
3105,Nikita Tella,3501603111,Bhavnagar,Retail,2024-09-29,rushilswaminathan@example.com
3106,Parth Sankaran,7875756250,Anand,Retail,2026-03-08,dakshjoshi@example.org
3107,Samaksh Dhaliwal,745468083,Vapi,Retail,2025-06-04,prakashamara@example.net
3108,Omisha Sami,1592555639,Gandhinagar,Retail,2025-07-16,neel50@example.net
3109,Wriddhish Batta,9268628312,Rajkot,Wholesale,2024-03-20,xmorar@example.com
3110,Michael Kade,9371097899,Bharuch,Wholesale,2026-06-29,uramanathan@example.org
3111,Oni Loke,2861942111,Jamnagar,Retail,2025-06-28,ojasvikeer@example.com
3112,Hritik Tank,2862574435,Vapi,Retail,2023-10-20,gautamibadal@example.org
3113,Sneha Keer,3205377293,Gandhinagar,Retail,2026-02-10,ymangat@example.net
3114,Chatura Contractor,7945549653,Jamnagar,Wholesale,2024-12-19,nilimadugar@example.org
3115,Harini Soni,7709367126,Rajkot,Wholesale,2024-12-20,abdulkulkarni@example.com
3116,Ayush Sagar,1838992847,Rajkot,Wholesale,2023-10-09,charitapal@example.net
3117,Kala Wadhwa,6947750042,Surat,Retail,2025-09-27,yashasvi20@example.com
3118,Indali Nadkarni,8955238764,Gandhinagar,Wholesale,2024-02-10,vivaansagar@example.com
3119,Pranit Ratti,5521379821,Ahmedabad,Wholesale,2025-02-01,kamyadhingra@example.org
3120,Baghyawati Sachdev,9794215429,Gandhinagar,Wholesale,2024-10-02,hemangcomar@example.com
3121,Ronith Patla,221217893,Surat,Retail,2025-11-05,mohammedgopal@example.net
3122,Pooja Rana,713641605,Anand,Retail,2024-04-12,lrajagopal@example.org
3123,Ekaraj Apte,4696167988,Rajkot,Wholesale,2025-06-20,tara28@example.com
3124,Parth Prasad,6562262913,Vadodara,Retail,2023-07-13,amrutaparmer@example.net
3125,Sai Shetty,2141624156,Ahmedabad,Wholesale,2024-01-13,devichameli@example.org
3126,Jairaj Goda,4348077509,Gandhinagar,Retail,2024-01-23,anika11@example.com
3127,Laban Hans,5243347533,Rajkot,Wholesale,2026-05-11,fkapoor@example.net
3128,Zehaan Varghese,5702672603,Bhavnagar,Retail,2025-08-07,kalalila@example.org
3129,Arjun Prashad,4759508605,Vapi,Wholesale,2024-09-18,naidudevansh@example.net
3130,Chaitanya Kant,5079993659,Vadodara,Retail,2023-11-02,anamika69@example.com
3131,Gagan Natarajan,9677210049,Gandhinagar,Wholesale,2023-09-04,wyattpingle@example.com
3132,Janya Dar,7874823943,Vapi,Wholesale,2025-10-06,lipika71@example.net
3133,Wridesh Bhandari,4192293470,Vapi,Wholesale,2025-09-10,wyattde@example.org
3134,Manya Parmar,3934576462,Anand,Wholesale,2025-11-13,vivaan03@example.com
3135,Wazir Chaudhary,3369576435,Bharuch,Retail,2026-06-19,sampathakshay@example.org
3136,Upasna Babu,4490233061,Bharuch,Wholesale,2024-01-22,unnichadha@example.com
3137,Ekiya Wagle,8843067747,Ahmedabad,Wholesale,2025-09-25,giriksinha@example.net
3138,Girik Raj,6192424680,Vapi,Retail,2023-08-05,singhyashasvi@example.com
3139,Ekaja Magar,9831849003,Surat,Wholesale,2023-11-17,mohammed92@example.org
3140,Gagan Choudhary,4563382554,Vadodara,Retail,2023-09-30,ichana@example.net
3141,Urishilla Sathe,2748673200,Gandhinagar,Retail,2024-04-06,bhavika99@example.com
3142,Januja Anand,9391089444,Rajkot,Wholesale,2025-06-18,mistryekapad@example.org
3143,Chanakya Dayal,8020031479,Vadodara,Retail,2023-09-15,ksen@example.org
3144,Indira Mishra,9199591964,Vadodara,Retail,2024-03-10,paninichahal@example.net
3145,Geetika Puri,379356715,Rajkot,Wholesale,2023-08-16,prakashnathan@example.com
3146,Gautam Bhakta,5896032769,Rajkot,Retail,2023-11-07,bina19@example.com
3147,Joshua Sawhney,2302570931,Vadodara,Retail,2023-10-30,radha59@example.net
3148,Anika Singh,3001799255,Rajkot,Retail,2023-11-17,krishna74@example.net
3149,Yatin Mittal,7596666434,Anand,Wholesale,2023-08-30,udarshkarnik@example.net
3150,Vamakshi Nagarajan,7198573596,Surat,Wholesale,2024-09-08,hbail@example.org
3151,Vamakshi Dara,1595773442,Gandhinagar,Wholesale,2025-09-23,wsampath@example.com
3152,Jalsa Sura,5343972874,Vapi,Retail,2025-07-21,charan86@example.com
3153,Fitan Jhaveri,9683762809,Surat,Wholesale,2025-08-12,csidhu@example.com
3154,Triveni Parmar,4764389338,Bhavnagar,Retail,2024-12-13,chandani59@example.org
3155,Ekalinga Babu,6417184641,Vadodara,Retail,2025-02-05,bachittarpalan@example.com
3156,Aryan Rau,3024153041,Bharuch,Retail,2024-01-20,echawla@example.net
3157,Hardik Roy,8488484780,Ahmedabad,Wholesale,2024-11-28,jason11@example.com
3158,Ayush Goda,878810601,Surat,Retail,2025-11-07,taktristan@example.com
3159,Falguni Dhaliwal,1054518455,Vapi,Retail,2023-07-13,yadavi63@example.com
3160,Bhavna Ganesh,5698858045,Jamnagar,Wholesale,2025-09-05,kashyapraagini@example.org
3161,Anvi Chowdhury,5145965339,Ahmedabad,Wholesale,2023-08-04,nihal24@example.net
3162,Avni Mistry,5929079081,Vapi,Retail,2024-05-17,nchoudhary@example.net
3163,Rachana Narain,9976932379,Ahmedabad,Wholesale,2026-05-06,bsubramanian@example.com
3164,Om Dada,3628163376,Vadodara,Retail,2025-06-22,maanav84@example.com
3165,Ira Chahal,7992391396,Rajkot,Retail,2025-03-25,amblechakradhar@example.com
3166,Zaitra Sabharwal,2883998954,Bhavnagar,Retail,2025-07-24,pdate@example.com
3167,Madhav Shankar,2407290136,Ahmedabad,Wholesale,2026-04-26,georgechada@example.com
3168,Gunbir Subramaniam,1202890017,Vapi,Retail,2024-11-29,dhriti04@example.org
3169,Jackson Lall,5854423449,Ahmedabad,Retail,2024-04-12,ranveer79@example.net
3170,Anthony Solanki,4674034051,Rajkot,Retail,2023-09-08,tanveermitter@example.net
3171,Yamini Vyas,8525744456,Rajkot,Retail,2024-04-05,faqidhegde@example.com
3172,Aarnav Gade,5555268538,Vapi,Retail,2025-09-27,ghosekeya@example.org
3173,Aarnav Das,8597333258,Vadodara,Retail,2024-01-19,udantmital@example.com
3174,Rachita Borra,7355975110,Ahmedabad,Retail,2026-06-10,purilakshmi@example.com
3175,Ekta Anand,4798429654,Anand,Retail,2025-09-24,gautam79@example.com
3176,Anthony Mishra,1997877499,Surat,Wholesale,2024-03-10,aarnavlad@example.com
3177,Udarsh Acharya,3352791335,Ahmedabad,Wholesale,2026-03-11,boaseaashi@example.net
3178,Bimala Ravel,851074838,Bhavnagar,Wholesale,2026-02-07,nihal90@example.com
3179,Nitesh Atwal,7787666250,Bhavnagar,Retail,2026-02-28,hjohal@example.org
3180,Reyansh Goswami,6855168404,Vapi,Wholesale,2023-09-07,utkarshwason@example.org
3181,Rudra Subramaniam,2465069896,Gandhinagar,Retail,2026-01-31,kpant@example.org
3182,Farhan Virk,4058313009,Bhavnagar,Retail,2023-12-22,andrewbhagat@example.org
3183,Parth Walia,6551199946,Vadodara,Wholesale,2025-02-06,deeppallavi@example.org
3184,Gauri Radhakrishnan,1819427587,Bhavnagar,Retail,2025-02-16,xdeshpande@example.net
3185,Chasmum Gole,8785937877,Jamnagar,Retail,2025-07-13,naksh49@example.org
3186,Qabil Madan,274190561,Ahmedabad,Wholesale,2023-09-14,rajeshri41@example.org
3187,Ranbir Murthy,5613600040,Bharuch,Wholesale,2026-06-14,hgoyal@example.net
3188,Rudra Viswanathan,4872493325,Rajkot,Wholesale,2025-11-25,bkalla@example.com
3189,Omisha Shanker,5515953619,Vadodara,Retail,2024-02-19,aaravpalla@example.net
3190,Kalpit Varghese,3650268231,Surat,Wholesale,2025-11-17,lucky52@example.com
3191,Upma Jha,158350266,Vadodara,Retail,2024-06-30,pseshadri@example.com
3192,Xiti Roy,6985562255,Bharuch,Wholesale,2025-10-30,rajeshri96@example.net
3193,Prisha Bhargava,2873154278,Gandhinagar,Retail,2026-05-23,rbala@example.net
3194,Anita Chad,5058660683,Vadodara,Retail,2024-02-23,yadavjai@example.com
3195,Arjun Tak,7481751873,Vadodara,Retail,2025-01-13,ttak@example.org
3196,Krisha Bandi,7147270944,Surat,Retail,2024-03-23,lavanya76@example.net
3197,Manthan Ramakrishnan,9413627124,Bharuch,Wholesale,2024-02-24,ckhurana@example.org
3198,Faras Sankaran,8133685721,Bhavnagar,Retail,2026-06-22,darya@example.com
3199,Tanveer Mitra,620530536,Bhavnagar,Wholesale,2026-05-08,zkarnik@example.org
3200,Oeshi Peri,1959825826,Vadodara,Wholesale,2023-11-28,yasti45@example.org
3201,Ekaja Dani,4524616934,Vadodara,Wholesale,2024-12-17,swaminathanbarkha@example.net
3202,Lekha Keer,3780790170,Vapi,Wholesale,2025-12-13,ayaanbarad@example.com
3203,Chakrika Lall,932661187,Surat,Wholesale,2026-03-30,oscar27@example.net
3204,Tanveer Tak,9432983072,Surat,Wholesale,2025-06-12,obhatti@example.com
3205,Dhruv Sant,8905208396,Ahmedabad,Retail,2025-07-26,zashil53@example.org
3206,Yahvi Saran,7531350303,Bharuch,Retail,2026-06-28,champak70@example.com
3207,Girik Hari,7181618910,Gandhinagar,Retail,2025-07-17,yutikaramaswamy@example.net
3208,Netra Madan,3617887578,Rajkot,Wholesale,2025-01-29,eiravatisane@example.org
3209,Ishani Sama,6506529500,Vadodara,Wholesale,2026-02-08,theodore57@example.com
3210,Tanmayi Lalla,3723593030,Jamnagar,Retail,2025-07-31,yatanbail@example.com
3211,Balendra Bajaj,5330138610,Gandhinagar,Retail,2025-04-03,michael64@example.com
3212,Henry Dugar,1236074804,Jamnagar,Wholesale,2024-02-13,ukari@example.net
3213,Amruta Chaudhuri,7974983869,Ahmedabad,Retail,2023-12-20,banikaarna@example.net
3214,Gaurangi Sami,9649066299,Jamnagar,Wholesale,2025-06-17,fchada@example.org
3215,Avni Gara,6404675567,Ahmedabad,Retail,2025-04-26,bhardwajlila@example.org
3216,Samesh Halder,4043334259,Surat,Retail,2024-06-21,fariqmann@example.org
3217,Lohit Murty,8747338793,Ahmedabad,Wholesale,2025-03-15,mchana@example.net
3218,Neha Buch,8265609920,Bharuch,Retail,2024-05-30,balekantika@example.net
3219,Hitesh Kaur,8712740234,Vapi,Retail,2026-02-23,umangat@example.com
3220,Yutika Issac,2438812569,Ahmedabad,Retail,2024-06-09,vargheselakshit@example.net
3221,Anamika Vaidya,8877295520,Ahmedabad,Wholesale,2025-06-14,sachdevrachit@example.org
3222,Shaurya Sharma,2461004314,Jamnagar,Wholesale,2023-07-29,ubarman@example.com
3223,Rohan Bhat,4898117464,Vapi,Wholesale,2024-02-13,gabriel92@example.org
3224,Samaksh Ben,803629545,Jamnagar,Retail,2024-08-01,xjha@example.com
3225,Nitesh Pradhan,2089537699,Jamnagar,Retail,2024-08-28,aggarwalarjun@example.net
3226,Janya Soman,8509968186,Gandhinagar,Wholesale,2024-09-01,rachitkakar@example.org
3227,Gaurav Mann,8412177336,Anand,Retail,2026-05-13,luckychand@example.net
3228,Devansh Gulati,9627689194,Bhavnagar,Retail,2025-03-16,chameliwarrior@example.net
3229,Nidra Batra,3867391245,Anand,Retail,2025-03-08,lakshmi47@example.net
3230,Lajita Soni,4098598646,Vadodara,Retail,2025-05-10,fsehgal@example.org
3231,Nilima Edwin,8330859901,Rajkot,Retail,2025-07-24,jainchameli@example.org
3232,Ekta Soni,9939993420,Ahmedabad,Wholesale,2024-10-29,ktripathi@example.com
3233,Fiyaz Swamy,7556457591,Ahmedabad,Retail,2024-09-29,calebkonda@example.net
3234,Krishna Sant,6976945301,Ahmedabad,Wholesale,2025-08-05,samachameli@example.net
3235,Aarav Brahmbhatt,5520731970,Vadodara,Wholesale,2024-04-08,sulebhavika@example.net
3236,Damyanti Handa,5065960445,Anand,Retail,2024-01-19,hpandya@example.org
3237,Hemani Din,4169648358,Ahmedabad,Retail,2026-03-02,qarinbobal@example.org
3238,Tara Dugar,3082307851,Vadodara,Wholesale,2023-07-30,wishi50@example.net
3239,Prisha Banerjee,5964299941,Anand,Retail,2024-07-18,parya@example.com
3240,Anya Kurian,6218107297,Bhavnagar,Wholesale,2024-02-03,xmandal@example.com
3241,Vedhika Karnik,3271748082,Rajkot,Retail,2025-06-23,ydyal@example.org
3242,Zayan Pathak,2200656118,Gandhinagar,Retail,2025-10-30,idikasur@example.org
3243,Pranav Chakraborty,1636073812,Jamnagar,Wholesale,2024-09-21,fzacharia@example.org
3244,Ronith Bhakta,858183096,Bharuch,Retail,2023-10-01,harinibawa@example.com
3245,Chanchal Goel,4206236257,Anand,Retail,2025-08-20,shivani98@example.com
3246,Guneet Borra,8549683267,Bharuch,Wholesale,2025-09-18,sunderjasmit@example.org
3247,Priya Dhingra,785034197,Bhavnagar,Retail,2025-05-22,irya35@example.org
3248,Raghav Rout,3196553728,Vadodara,Wholesale,2025-12-16,kritikapai@example.org
3249,Kashish Naik,9622876564,Vapi,Wholesale,2025-10-30,harshil16@example.net
3250,Yashvi Sami,2594718492,Surat,Retail,2025-02-11,hbansal@example.org
3251,Chanchal Loyal,7438972035,Rajkot,Wholesale,2023-10-01,zinal82@example.org
3252,Varenya Jha,8438788400,Rajkot,Wholesale,2025-08-25,saanvibhatia@example.org
3253,Yuvraj Ratti,6467588336,Anand,Wholesale,2026-06-24,lgoel@example.com
3254,Omaja Chad,7726121148,Gandhinagar,Retail,2023-08-01,dalbir06@example.net
3255,Neha Kadakia,5012970644,Gandhinagar,Wholesale,2024-08-23,sara74@example.net
3256,Nidra Goswami,3915096874,Surat,Retail,2025-11-03,kalpitsarma@example.com
3257,Triveni Devan,2236974867,Ahmedabad,Retail,2026-06-29,qmukherjee@example.net
3258,Suhani Varughese,6312437004,Bhavnagar,Wholesale,2024-03-24,zbanik@example.org
3259,Triveni Kannan,2430535361,Gandhinagar,Retail,2023-12-07,cbasak@example.com
3260,Devansh Sharma,848607535,Vadodara,Retail,2025-01-18,qramachandran@example.com
3261,Upadhriti D’Alia,8801229691,Rajkot,Retail,2025-01-10,keyacontractor@example.org
3262,Naksh Mane,4914152966,Surat,Wholesale,2024-07-24,thakuromisha@example.com
3263,Falan Sarma,3651252798,Bharuch,Retail,2024-02-08,gaurav50@example.com
3264,Charita Walla,2288184281,Bhavnagar,Wholesale,2025-10-21,guneetyogi@example.net
3265,Jeet Grewal,3097210979,Vapi,Wholesale,2024-06-07,xramakrishnan@example.net
3266,Bhavika Nagi,1729583324,Vapi,Wholesale,2023-11-11,hiraldoctor@example.com
3267,Omaja Krishna,5136148592,Surat,Wholesale,2023-07-21,balalopa@example.com
3268,Onveer Krishnamurthy,8082498599,Bharuch,Wholesale,2024-02-12,pbansal@example.com
3269,Xiti Mangal,7833633160,Surat,Wholesale,2024-07-31,annejoshua@example.net
3270,Rachana Sahota,1014452382,Anand,Wholesale,2026-01-10,onisur@example.net
3271,Krisha Loyal,4271024632,Vadodara,Wholesale,2024-03-10,tkarnik@example.net
3272,Yatan Ben,6995638410,Surat,Wholesale,2025-08-22,jagratitella@example.org
3273,Caleb Pathak,83614925,Vadodara,Wholesale,2024-04-14,radhawagle@example.net
3274,Abeer Choudhury,1994846361,Bharuch,Wholesale,2026-03-20,andranirja@example.org
3275,Madhavi Saha,2331475381,Surat,Wholesale,2025-04-26,balendramorar@example.com
3276,Vasana Kalla,5055983434,Rajkot,Retail,2023-07-31,rtoor@example.net
3277,Gagan Bhasin,3052483327,Gandhinagar,Wholesale,2025-05-04,devanshborra@example.com
3278,Harshil Devan,1876457720,Anand,Retail,2023-07-27,goledaksha@example.net
3279,Geetika Krish,1562218518,Gandhinagar,Wholesale,2023-12-30,modyishwar@example.net
3280,Indali Halder,4476992298,Gandhinagar,Wholesale,2024-01-24,chanayahvi@example.org
3281,Aarna Mukherjee,2827061358,Jamnagar,Wholesale,2024-11-11,oommenoscar@example.com
3282,Dhriti Keer,3268369773,Jamnagar,Retail,2025-05-28,banerjeerachita@example.com
3283,Forum Rai,5780327390,Rajkot,Retail,2025-01-29,chakradevkant@example.net
3284,Yadavi Prakash,9064177687,Vadodara,Wholesale,2026-06-13,hitesh35@example.net
3285,Ijaya Guha,2572092365,Surat,Retail,2025-08-02,chatreshsidhu@example.com
3286,Rajata Kalita,4471746696,Jamnagar,Retail,2025-12-20,pathakkeya@example.net
3287,Lipika Nagy,7672997699,Bharuch,Wholesale,2026-03-13,ckaran@example.com
3288,Tripti Ranganathan,7296722678,Vapi,Retail,2023-12-20,tanmayi04@example.org
3289,Vasudha Pillai,8259979610,Bharuch,Retail,2023-12-05,etabanerjee@example.net
3290,Krish Pau,6899621961,Vapi,Wholesale,2025-10-28,wardasrinivas@example.org
3291,Nilima Thakur,5205256189,Vapi,Wholesale,2026-01-18,vincent59@example.org
3292,Jacob Garg,1978388764,Gandhinagar,Wholesale,2026-02-13,okapur@example.net
3293,Chaman Prakash,4147686131,Gandhinagar,Wholesale,2026-03-03,zbadal@example.org
3294,Jasmit De,1667224047,Vadodara,Retail,2024-01-02,mchandra@example.org
3295,Netra Bhalla,9623408356,Vadodara,Retail,2025-01-15,balvankhatri@example.net
3296,Gaurika Dutt,6178351325,Vadodara,Wholesale,2024-05-19,murtyomisha@example.com
3297,Barkha Tandon,8643267966,Vadodara,Wholesale,2024-11-26,nitaracomar@example.com
3298,Aishani Ganesh,2062822570,Anand,Wholesale,2025-09-01,pahalkapoor@example.org
3299,Gaurav Oak,3047148091,Ahmedabad,Wholesale,2025-09-27,odika36@example.com
3300,Qushi Sundaram,9634557457,Vapi,Wholesale,2025-12-30,omishabalan@example.com
3301,Nidhi Bhattacharyya,5445832917,Bhavnagar,Retail,2025-06-22,abhimanyumadan@example.org
3302,Hemani Chatterjee,9329057576,Ahmedabad,Wholesale,2026-02-18,ohari@example.com
3303,Frado Kadakia,4483912587,Anand,Wholesale,2025-01-23,harrisonsridhar@example.org
3304,Pallavi Hayer,2457374326,Bhavnagar,Wholesale,2024-12-04,ovyas@example.net
3305,Irya Kadakia,3381597041,Vapi,Retail,2025-04-16,bnaidu@example.org
3306,Veer Ghose,1728418216,Ahmedabad,Wholesale,2024-11-04,cdube@example.net
3307,Yashodhara Contractor,5556674675,Rajkot,Retail,2024-08-23,gvarma@example.com
3308,Bimala Kari,5685132717,Gandhinagar,Retail,2023-08-16,rajpatrick@example.com
3309,Akshay Prakash,2234158720,Anand,Retail,2023-11-28,oscar29@example.org
3310,Damyanti Bhattacharyya,7638226484,Vapi,Retail,2025-05-14,bandikeya@example.net
3311,Isha Bora,5104161990,Bharuch,Retail,2023-08-28,sagarchakrika@example.net
3312,Yochana Bir,1888954768,Gandhinagar,Wholesale,2026-02-16,sangharaagini@example.net
3313,Inaya Bhattacharyya,7533969663,Surat,Wholesale,2024-10-10,wmenon@example.org
3314,Tamanna Chad,4324928031,Ahmedabad,Retail,2025-05-28,wriddhishpatla@example.org
3315,Onveer Bera,1529496068,Jamnagar,Wholesale,2025-05-08,owen68@example.com
3316,Chaitanya Chokshi,2760656493,Ahmedabad,Retail,2025-06-19,darikadeshmukh@example.com
3317,Krishna Tiwari,4402866188,Bharuch,Retail,2025-12-14,aprashad@example.net
3318,Jai Modi,4838289976,Rajkot,Retail,2026-02-08,padmanabhanpushti@example.org
3319,Neha Din,787653335,Anand,Wholesale,2026-02-20,ioommen@example.org
3320,Dakshesh Pillai,3735657514,Surat,Retail,2025-11-11,idikachandran@example.org
3321,Lajita Ravi,9451065652,Jamnagar,Wholesale,2026-01-04,nihal60@example.org
3322,Aryan Oza,5607690533,Rajkot,Retail,2025-06-20,pvohra@example.net
3323,Yashasvi Chacko,7746800746,Vapi,Retail,2026-06-18,vinaya06@example.net
3324,Unnati Modi,8050086303,Vapi,Retail,2026-05-10,saikibe@example.net
3325,Osha Krish,3100987653,Anand,Wholesale,2024-07-10,warda67@example.net
3326,Wazir Manne,2306427438,Anand,Retail,2024-12-26,singhalchandani@example.net
3327,Azad Oza,2453196524,Bharuch,Wholesale,2026-05-07,amruta01@example.net
3328,Shravya Amble,4724682879,Ahmedabad,Wholesale,2024-06-14,udyati31@example.net
3329,Unnati Dhaliwal,8327230437,Gandhinagar,Wholesale,2025-12-18,vchand@example.org
3330,Umang Puri,4243572707,Gandhinagar,Wholesale,2024-02-07,zaid76@example.com
3331,Kala Misra,4403427340,Bhavnagar,Retail,2025-12-17,triptiom@example.net
3332,Zehaan Narayanan,2439929430,Ahmedabad,Wholesale,2023-12-02,ethannayar@example.net
3333,Sachi Sinha,7784461288,Bharuch,Wholesale,2026-01-23,snagy@example.org
3334,Yashodhara Wason,6153328585,Ahmedabad,Retail,2025-08-26,kghose@example.org
3335,Devansh Rege,814951457,Vapi,Retail,2023-09-30,anshganesh@example.net
3336,Wakeeta Agrawal,8777807222,Bhavnagar,Retail,2023-10-11,goleyashvi@example.com
3337,Pavani Jhaveri,5797639861,Anand,Retail,2026-05-02,hemanikumar@example.org
3338,Janani Sathe,7845711381,Bhavnagar,Wholesale,2025-07-10,cgaba@example.net
3339,Janani Borde,7268207323,Anand,Wholesale,2026-06-04,auroramohini@example.net
3340,Adweta Pillai,4995789290,Vadodara,Wholesale,2024-12-13,shravya28@example.org
3341,Amol Patil,9429417870,Jamnagar,Retail,2025-04-07,amararana@example.net
3342,Dayita Chhabra,9399350166,Bharuch,Wholesale,2024-04-10,finn53@example.com
3343,Gaurangi Lata,5986553311,Bhavnagar,Wholesale,2025-03-31,dayitachoudhary@example.org
3344,Jasmit Yadav,9121978319,Surat,Retail,2023-12-16,natarajanishani@example.com
3345,Yatan Devan,2490923305,Ahmedabad,Wholesale,2024-07-23,kyohannan@example.com
3346,Baljiwan Apte,9336376141,Ahmedabad,Wholesale,2024-06-04,eedwin@example.org
3347,Nathaniel Raman,7228276672,Bhavnagar,Wholesale,2024-10-13,bdhawan@example.com
